timestamp,relative_time_seconds,datetime,slam_process_count,slam_cpu_percent,slam_memory_mb,slam_total_threads,system_cpu_percent,system_memory_percent,system_memory_available_mb,gpu_utilization_percent,gpu_memory_mb
1750082687.2096002,106.37399888038635,2025-06-16T16:04:47.209600,11,125.9,19626.42,121,10.9,42.3,35726.73,29.0,7640.0
1750082687.733598,106.89799666404724,2025-06-16T16:04:47.733598,11,511.8,19606.87,121,43.3,42.1,35831.66,31.0,7640.0
1750082688.2597034,107.42410206794739,2025-06-16T16:04:48.259703,11,445.3,19609.39,121,38.1,42.1,35811.73,47.0,7640.0
1750082688.7847335,107.94913220405579,2025-06-16T16:04:48.784734,11,578.9,19590.0,121,49.2,42.2,35776.29,51.0,7640.0
1750082689.3080218,108.47242045402527,2025-06-16T16:04:49.308022,11,517.5,19612.96,121,43.5,42.2,35781.92,60.0,7640.0
1750082689.8335624,108.99796104431152,2025-06-16T16:04:49.833562,11,454.5,19614.64,121,38.4,42.2,35750.12,57.0,7640.0
1750082690.357425,109.52182364463806,2025-06-16T16:04:50.357425,11,223.8,19594.3,121,19.7,42.2,35796.36,34.0,7640.0
1750082690.8795571,110.04395580291748,2025-06-16T16:04:50.879557,11,385.0,19616.03,121,33.1,42.1,35833.26,49.0,7640.0
1750082691.4017766,110.56617522239685,2025-06-16T16:04:51.401777,11,536.6,19617.82,121,45.2,42.1,35825.48,53.0,7640.0
1750082691.9273126,111.0917112827301,2025-06-16T16:04:51.927313,11,463.0,19640.46,121,39.6,42.1,35865.01,46.0,7640.0
1750082692.452798,111.617196559906,2025-06-16T16:04:52.452798,11,492.0,19600.58,121,41.5,42.1,35861.11,41.0,7640.0
1750082692.9760542,112.14045286178589,2025-06-16T16:04:52.976054,11,300.8,19622.39,121,28.1,42.1,35810.61,7.0,7640.0
1750082693.4977837,112.6621823310852,2025-06-16T16:04:53.497784,11,306.5,19602.8,121,26.9,42.1,35827.31,51.0,7640.0
1750082694.0203824,113.18478107452393,2025-06-16T16:04:54.020382,11,407.5,19625.38,121,34.5,42.0,35896.71,47.0,7640.0
1750082694.5424297,113.70682835578918,2025-06-16T16:04:54.542430,11,212.5,19604.79,121,18.7,42.0,35875.8,9.0,7640.0
1750082695.064446,114.22884464263916,2025-06-16T16:04:55.064446,11,407.9,19628.07,121,34.6,42.2,35774.37,54.0,7640.0
1750082695.5867774,114.75117611885071,2025-06-16T16:04:55.586777,11,555.9,19629.21,121,47.1,42.2,35774.45,48.0,7640.0
1750082696.110877,115.27527570724487,2025-06-16T16:04:56.110877,11,407.7,19631.03,121,37.7,42.0,35892.91,55.0,7640.0
1750082696.634241,115.79863977432251,2025-06-16T16:04:56.634241,11,214.9,19631.15,121,18.7,42.2,35798.38,0.0,7640.0
1750082697.1542609,116.31865954399109,2025-06-16T16:04:57.154261,11,408.1,19618.21,121,34.9,42.2,35786.35,49.0,7640.0
1750082697.6777778,116.84217643737793,2025-06-16T16:04:57.677778,11,567.2,19613.45,121,47.6,42.1,35823.89,54.0,7640.0
1750082698.2025445,117.36694312095642,2025-06-16T16:04:58.202544,11,411.8,19636.3,121,35.2,42.2,35797.62,29.0,7640.0
1750082698.7269852,117.89138388633728,2025-06-16T16:04:58.726985,11,201.9,19615.24,121,17.2,42.1,35807.9,0.0,7640.0
1750082699.251765,118.41616368293762,2025-06-16T16:04:59.251765,11,424.6,19637.5,121,36.5,42.1,35810.89,42.0,7640.0
1750082699.7766228,118.94102144241333,2025-06-16T16:04:59.776623,11,564.3,19638.51,121,47.6,42.2,35795.43,49.0,7640.0
1750082700.3007777,119.46517634391785,2025-06-16T16:05:00.300778,11,409.7,19661.05,121,34.7,42.2,35768.68,49.0,7640.0
1750082700.826481,119.99087977409363,2025-06-16T16:05:00.826481,11,200.7,19640.74,121,17.3,42.2,35765.62,0.0,7640.0
1750082701.3490987,120.5134973526001,2025-06-16T16:05:01.349099,11,426.0,19663.55,121,35.8,42.1,35806.56,57.0,7640.0
1750082701.8747673,121.03916597366333,2025-06-16T16:05:01.874767,11,186.9,19643.11,121,16.6,42.0,35892.72,0.0,7640.0
1750082702.39873,121.56312870979309,2025-06-16T16:05:02.398730,11,437.8,19666.23,121,37.8,42.2,35804.15,39.0,7640.0
1750082702.9247665,122.08916521072388,2025-06-16T16:05:02.924767,11,535.6,19626.54,121,45.1,42.1,35828.49,54.0,7640.0
1750082703.445778,122.61017656326294,2025-06-16T16:05:03.445778,11,438.2,19669.64,121,37.8,42.0,35913.4,35.0,7640.0
1750082703.97077,123.13516855239868,2025-06-16T16:05:03.970770,11,178.3,19628.34,121,15.5,41.9,35944.76,23.0,7640.0
1750082704.492778,123.65717673301697,2025-06-16T16:05:04.492778,11,452.9,19688.11,121,38.1,42.0,35880.91,39.0,7640.0
1750082705.0192947,124.18369340896606,2025-06-16T16:05:05.019295,11,518.1,19654.88,121,44.9,42.0,35870.49,49.0,7640.0
1750082705.542963,124.70736169815063,2025-06-16T16:05:05.542963,11,448.1,19675.39,121,37.9,42.1,35846.34,49.0,7640.0
1750082706.068335,125.23273372650146,2025-06-16T16:05:06.068335,11,171.9,19654.85,121,14.8,42.1,35833.09,0.0,7640.0
1750082706.5911605,125.75555920600891,2025-06-16T16:05:06.591161,11,455.1,19677.3,121,38.8,42.1,35864.93,32.0,7640.0
1750082707.1165564,126.28095507621765,2025-06-16T16:05:07.116556,11,530.4,19638.75,121,48.2,42.0,35915.18,49.0,7640.0
1750082707.6392186,126.80361723899841,2025-06-16T16:05:07.639219,11,532.7,19639.82,121,44.8,42.1,35861.51,54.0,7640.0
1750082708.1617656,127.32616424560547,2025-06-16T16:05:08.161766,11,408.0,19662.89,121,34.6,42.0,35869.65,35.0,7640.0
1750082708.6845105,127.84890913963318,2025-06-16T16:05:08.684510,11,212.1,19642.24,121,18.5,42.0,35907.4,0.0,7640.0
1750082709.206388,128.37078666687012,2025-06-16T16:05:09.206388,11,406.2,19664.95,121,34.5,42.0,35884.74,47.0,7640.0
1750082709.727818,128.89221668243408,2025-06-16T16:05:09.727818,11,474.3,19686.8,121,39.9,41.9,35940.43,39.0,7640.0
1750082710.2529008,129.41729950904846,2025-06-16T16:05:10.252901,11,149.2,19667.02,121,13.4,42.0,35910.83,12.0,7640.0
1750082710.775435,129.93983364105225,2025-06-16T16:05:10.775435,11,473.7,19647.32,121,40.3,41.9,35950.48,37.0,7640.0
1750082711.3003201,130.46471881866455,2025-06-16T16:05:11.300320,11,481.2,19670.5,121,40.3,42.0,35922.1,42.0,7640.0
1750082711.8227718,130.98717045783997,2025-06-16T16:05:11.822772,11,496.0,19693.11,121,42.4,41.9,35991.29,31.0,7640.0
1750082712.348594,131.51299262046814,2025-06-16T16:05:12.348594,11,128.0,19652.09,121,11.7,41.9,35969.67,0.0,7640.0
1750082712.869783,132.03418159484863,2025-06-16T16:05:12.869783,11,494.6,19694.8,121,41.8,41.9,35950.04,37.0,7640.0
1750082713.3965447,132.56094336509705,2025-06-16T16:05:13.396545,11,468.9,19696.94,121,39.6,42.0,35926.36,36.0,7640.0
1750082713.9215465,133.08594512939453,2025-06-16T16:05:13.921546,11,504.5,19677.35,121,42.4,42.1,35866.23,31.0,7640.0
1750082714.4457643,133.61016297340393,2025-06-16T16:05:14.445764,11,127.8,19698.93,121,11.3,42.1,35849.5,24.0,7640.0
1750082714.9707763,134.13517498970032,2025-06-16T16:05:14.970776,11,510.8,19679.37,121,43.1,42.0,35920.8,48.0,7640.0
1750082715.4997773,134.66417598724365,2025-06-16T16:05:15.499777,11,458.2,19701.8,121,38.6,41.9,35958.61,47.0,7640.0
1750082716.0266047,135.19100332260132,2025-06-16T16:05:16.026605,11,486.1,19661.96,121,41.6,42.0,35894.12,39.0,7640.0
1750082716.5495825,135.7139811515808,2025-06-16T16:05:16.549582,11,147.4,19704.31,121,13.0,42.0,35911.97,0.0,7640.0
1750082717.0727704,136.2371690273285,2025-06-16T16:05:17.072770,11,535.3,19679.22,121,45.7,42.0,35869.91,42.0,7640.0
1750082717.595749,136.76014757156372,2025-06-16T16:05:17.595749,11,103.3,19664.28,121,9.4,42.1,35851.18,0.0,7640.0
1750082718.1172535,137.28165221214294,2025-06-16T16:05:18.117254,11,168.4,19665.53,121,17.9,42.1,35844.66,10.0,7640.0
1750082718.6397648,137.80416345596313,2025-06-16T16:05:18.639765,11,311.2,19687.35,121,27.0,42.1,35856.42,30.0,7640.0
1750082719.1637654,138.32816410064697,2025-06-16T16:05:19.163765,11,133.5,19709.02,121,11.9,42.1,35856.13,41.0,7640.0
1750082719.6886787,138.8530774116516,2025-06-16T16:05:19.688679,11,515.8,19689.5,121,43.5,42.0,35894.82,39.0,7640.0
1750082720.2144048,139.3788034915924,2025-06-16T16:05:20.214405,11,457.6,19732.89,121,39.1,42.1,35853.29,30.0,7640.0
1750082720.7406974,139.90509605407715,2025-06-16T16:05:20.740697,11,479.5,19671.81,121,40.9,42.1,35833.37,35.0,7640.0
1750082721.262957,140.4273557662964,2025-06-16T16:05:21.262957,11,148.8,19713.97,121,13.1,42.1,35836.76,24.0,7640.0
1750082721.7877772,140.9521758556366,2025-06-16T16:05:21.787777,11,508.8,19674.19,121,42.9,42.0,35874.4,50.0,7640.0
1750082722.311883,141.47628164291382,2025-06-16T16:05:22.311883,11,291.0,19695.96,121,24.8,42.0,35900.25,49.0,7640.0
1750082722.8337717,141.99817037582397,2025-06-16T16:05:22.833772,11,310.0,19676.19,121,27.0,42.0,35874.11,48.0,7640.0
1750082723.3568437,142.5212423801422,2025-06-16T16:05:23.356844,11,413.5,19699.42,121,34.7,42.0,35876.38,36.0,7640.0
1750082723.8793669,143.04376554489136,2025-06-16T16:05:23.879367,11,208.5,19678.72,121,18.4,42.1,35867.11,0.0,7640.0
1750082724.4015613,143.56595993041992,2025-06-16T16:05:24.401561,11,398.7,19701.25,121,34.2,42.1,35852.76,48.0,7640.0
1750082724.9226348,144.08703351020813,2025-06-16T16:05:24.922635,11,474.4,19723.49,121,40.1,42.0,35922.28,40.0,7640.0
1750082725.4482954,144.61269402503967,2025-06-16T16:05:25.448295,11,155.6,19704.9,121,13.2,42.0,35925.72,10.0,7640.0
1750082725.9753175,145.13971614837646,2025-06-16T16:05:25.975317,11,472.6,19725.88,121,40.1,41.9,35952.22,36.0,7640.0
1750082726.499299,145.66369771957397,2025-06-16T16:05:26.499299,11,481.1,19686.49,121,40.3,41.9,35951.43,44.0,7640.0
1750082727.0205734,146.1849720478058,2025-06-16T16:05:27.020573,11,481.2,19728.43,121,41.1,41.9,35945.63,29.0,7640.0
1750082727.5458226,146.71022129058838,2025-06-16T16:05:27.545823,11,135.6,19688.43,121,12.0,41.9,35972.79,0.0,7640.0
1750082728.0684955,147.2328941822052,2025-06-16T16:05:28.068496,11,489.8,19730.32,121,41.3,41.9,35963.56,39.0,7640.0
1750082728.5933518,147.75775051116943,2025-06-16T16:05:28.593352,11,470.7,19732.64,121,40.7,41.9,35964.29,35.0,7640.0
1750082729.1207802,148.28517889976501,2025-06-16T16:05:29.120780,11,511.6,19713.26,121,43.3,41.8,36029.92,34.0,7640.0
1750082729.6480901,148.81248879432678,2025-06-16T16:05:29.648090,11,304.1,19693.83,121,28.9,41.8,36021.26,38.0,7640.0
1750082730.1705556,149.33495426177979,2025-06-16T16:05:30.170556,11,310.0,19718.75,121,26.5,41.7,36057.62,49.0,7640.0
1750082730.693413,149.85781168937683,2025-06-16T16:05:30.693413,11,411.5,19700.48,121,34.6,41.9,35958.32,59.0,7640.0
